cas,inchi,inchikey,smiles,formula,definition,checked,alw_cname,che_cname,che_id,chl_id,chs_id,drb_id,eea_cname,ein_id,etx_cname,etx_id,ipc_name,puc_cid,wid_cname,wid_id,zvg_id,uii_id
126-44-3,"","","","","",,"",citrate(3-),CHEBI:16947,"",,,"","","",,"",,"","",,""
126-68-1,"","","","","",,"","","","",29087,,"","","",,"",31354,"","",,""
126-71-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
126-72-7,"","","","","",,"","Tris(2,3-dibromopropyl) phosphate",CHEBI:82282,"",,,"","","",,"",,"","",,""
126-81-8,"","","","","",,"","","","",29091,,"","","",,"",31358,"5,5-DIMETHYL-1,3-CYCLOHEXANEDIONE",Q62058806,,""
126-90-9,"","","","","",,"",(S)-linalool,CHEBI:98,"",60523,,"","","",,"",67179,(+)-linalool,Q27105233,,""
126-91-0,"","","","","",,"",(R)-linalool,CHEBI:28,"",,,"","","",,"",,"","",,""
126-92-1,"","","","","",,"","","","",,,"","","",,"",23662383,"","",,""
126-94-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
126-96-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
126-98-7,"","","","","",,"","","","",29101,,"","","",,"",31368,"","",,""
126-99-8,"","","","","",,"",chloroprene,CHEBI:39481,"",29102,,"","","",,"",31369,chloroprene,Q410871,,""
1260-17-9,"","","","","",,"",carminic acid,CHEBI:78310,"",,,"","","",,"",,"","",,""
12609-80-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
126100-42-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
126105-34-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12612-47-4,"","","","","",,"","","","",22867,,"","","",,"",24459,Lead chloride,Q2964160,,""
126120-85-2,"","","","","",,"","","","",2054476,,"","","",,"",2774067,"2,2-Difluoro-1,3-benzodioxole-4-carboxylic acid",Q72462501,,""
12616-35-2,"","","","","",,"","","","",102787,,"","","",,"",,pentachloronaphthalene,Q20966396,,""
12616-36-3,"","","","","",,"","","","",97257,,"","","",,"",108177,"","",,""
1262-21-1,"","","","","",,"","","","",10294758,,"","","",,"",16683296,"","",,""
12626-49-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12627-13-3,"","","","","",,"","","","",102957,,"","","",,"",,Silicate,Q62671710,,""
12627-45-1,"","","","","",,"","","","",30411,,"","","",,"",,"","",,""
12628-19-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1263-89-4,"","","","","",,"",paromomycin sulfate,CHEBI:7935,"",,,"","","",,"",,"","",,""
1263030-72-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1263133-33-0,"","","","","",,triflumezopyrim,"","","",,,"","","",,"",,"","",,""
12633-72-6,"","","","","",,"","","","",,,"","","",,"",5280965,"","",,""
12634-06-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12634-07-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
126354-09-4,"","","","","",,"","","","",9195399,,"","","",,"",11020217,"","",,""
1264-72-8,"","","","","",,"",colistin,CHEBI:37943,"",65877,,"","","",,"",73090,"","",,""
12640-89-0,"","","","","",,"","","","",22440,,"","","",,"",24007,Selenium oxide,Q1406224,,""
12642-13-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12642-23-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12648-47-4,"","","","","",,"","","","",2668,,"","","",,"",,Platinum chloride,Q1415122,,""
126506-93-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12653-71-3,"","","","","",,"","","","",28626,,"","","",,"",30856,Mercury oxide,Q783799,,""
12653-83-7,"","","","","",,"","","","",394637,,"","","",,"",447587,Hydrogen thioperoxide,Q15726012,,""
126602-90-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
126634-39-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12671-62-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12672-29-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12672-43-4,"","","","","",,"","","","",4884507,,"","","",,"",10054631,"","",,""
12674-11-2,"","","","","",,"","","","",34871,,"","","",,"",38037,Aroclor 1016,Q90733339,,""
12676-37-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12676-97-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12678-07-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12679-43-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12679-64-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12680-48-7,"","","","","",,"","","","",22896,,"","","",,"",24488,sodium chromate,Q407958,,""
126801-58-9,"","","","","",,ethoxysulfuron,Ethoxysulfuron,CHEBI:81748,"",,,"","","",,"",,"","",,""
126833-17-8,"","","","","",,fenhexamid,fenhexamid,CHEBI:81853,"",184726,,"","","",,"",213031,"","",,""
126851-28-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12687-90-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12688-07-2,"","","","","",,"","","","",10103,,"","","",,"",10543,"","",,""
126903-27-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12692-86-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1269219-53-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
126967-55-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12698-64-5,"","","","","",,"","","","",,,"","","",,"",6028,"","",,""
12698-87-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12698-88-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127-00-4,"","","","","",,"","","","",29103,,"","","",,"",31370,1-chloro-2-propanol,Q161602,,""
127-06-0,"","","","","",,"",acetone oxime,CHEBI:15349,"",60524,,"","","",,"",67180,"","",,""
127-07-1,"","","","","",,"",hydroxyurea,CHEBI:44423,"",3530,,"","","",,"",3657,Hydroxyurea,Q95593870,,""
127-08-2,"","","","","",,"",potassium acetate,CHEBI:32029,"",29104,,"","","",,"",517044,"","",,""
127-09-3,"","","","","",,"",sodium acetate,CHEBI:32954,"",29105,,"","","",,"",517045,sodium acetate,Q339940,,""
127-17-3,"","","","","",,"",pyruvic acid,CHEBI:32816,"",1031,,"","","",,"",1060,pyruvic acid,Q213580,,""
127-19-5,"","","","","",,"","N,N-dimethylacetamide",CHEBI:84254,"",29107,,"","","",,"",31374,"N,N-Dimethyl Acetamide",Q26376036,,""
127-20-8,"","","","","",,dalapon-sodium,"","","",,,"","","",,"",,"","",,""
127-25-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127-27-5,"","","","","",,"",(+)-Pimaric acid,CHEBI:39,"",191072,,"","","",,"",220338,pimaric acid,Q418035,,""
127-30-0,"","","","","",,"","","","",,,"","","",,"",5458800,"","",,""
127-33-3,"","","","","",,"",demeclocycline,CHEBI:4392,"",10482117,,"","","",,"",,"","",,""
127-41-3,"","","","","",,"",alpha-ionone,CHEBI:32319,"",4445317,,"","","",,"",,"","",,""
127-47-9,"","","","","",,"",retinyl acetate,CHEBI:32095,"",553599,,"","","",,"",638034,vitamin A acetate,Q7316808,,""
127-48-0,"","","","","",,"",Trimethadione,CHEBI:9727,"",5374,,"","","",,"",5576,"","",,""
127-52-6,"","","","","",,"","","","",29112,,"","","",,"",4347343,"","",,""
127-56-0,"","","","","",,"",sulfacetamide sodium anhydrous,CHEBI:9327,"",,,"","","",,"",,"","",,""
127-59-3,"","","","","",,"","","","",29116,,"","","",,"",31385,"","",,""
127-63-9,"","","","","",,diphenyl sulfone,diphenyl sulfone,CHEBI:78360,"",29117,,"","","",,"",31386,"","",,""
127-65-1,"","","","","",,"",chloramine T,CHEBI:53767,"",,,"","","",,"",,"","",,""
127-66-2,"","","","","",,"","","","",83147,,"","","",,"",92098,"","",,""
127-68-4,"","","","","",,"","","","",29120,,"","","",,"",31389,"","",,""
127-69-5,"","","","","",,"",sulfisoxazole,CHEBI:102484,"",5151,,"","","",,"",5344,"","",,""
127-79-7,"","","","","",,"",sulfamerazine,CHEBI:102130,"",5134,,"","","",,"",5325,"","",,""
127-85-5,"","","","","",,"",sodium arsanilate,CHEBI:36049,"",,,"","","",,"",,"","",,""
127-90-2,"","","","","",,octachlorodipropyl ether,"","","",,,"","","",,"",,"","",,""
127-91-3,"","","","","",,"",beta-pinene,CHEBI:50025,"",,,"","","",,"",,"","",,""
12701-69-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12708-37-1,"","","","","",,"","","","",35035799,,"","","",,"",5458687,cotylenin a,Q27458979,,""
12710-24-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12715-61-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12719-61-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127222-69-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127243-85-0,"","","","","",,"",N-[2-(4-bromocinnamylamino)ethyl]isoquinoline-5-sulfonamide,CHEBI:47495,"",395827,,"","","",,"",449241,"","",,""
127277-53-6,"","","","","",,"",prohexadione-calcium,CHEBI:137425,"",,,"","","",,"",,"","",,""
127289-42-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127289-58-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127289-71-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127289-72-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127307-54-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127307-67-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127307-68-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127307-70-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12737-87-0,"","","","","",,"","","","",30600,,"","","",,"",36400,"","",,""
12738-46-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12738-92-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127408-31-5,"","","","","",,"","","","",108728,,"","","",,"",121878,"","",,""
12751-15-4,"","","","","",,"","","","",571265,,"","","",,"",657047,Han,Q717767,,""
12751-35-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127545-69-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12758-33-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12764-47-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12765-84-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12767-79-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12769-73-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12771-68-5,"","","","","",,ancymidol,ancymidol,CHEBI:73171,"",23841,,"","","",,"",25572,"","",,""
12771-91-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12772-06-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12772-14-4,"","","","","",,"","","","",,,"","","",,"",,Perlan,Q1367886,,""
12772-86-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12774-30-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12777-38-7,"","","","","",,"","","","",530,,"","","",,"",,Arsenic oxide,Q704784,,""
12778-07-3,"","","","","",,"","","","",,,"","","",,"",139207783,OED,Q348735,,""
127814-43-1,"","","","","",,"","","","",28680348,,"","","",,"",71340563,"","",,""
12788-96-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12789-02-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12789-03-6,"","","","","",,"","","","",,,"","","",,"",5993,"","",,""
12789-17-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12789-29-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12789-30-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12789-41-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12789-47-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
12789-56-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
127967-03-7,"","","","","",,"","","","",65374,,"","","",,"",72448,"(S)-7-(3-Amino-1-pyrrolidinyl)-1-cyclopropyl-6-fluoro-1,4-dihydro-4-oxo-1,8-naphthyridine-3-carboxylic acid",Q82002811,,""
12797-87-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128-03-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128-04-1,"","","","","",,"","","","",29128,,"","","",,"",,"","",,""
128-08-5,"","","","","",,"",N-bromosuccinimide,CHEBI:53174,"",60528,,"","","",,"",67184,N-bromosuccinimide,Q286939,,""
128-19-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128-39-2,"","","","","",,"","2,6-di-tert-butylphenol",CHEBI:131421,"",29135,,"","","",,"",31405,"2,6-di-tert-butylphenol",Q2218184,,""
128-44-9,"","","","","",,"",Saccharin sodium,CHEBI:32112,"",,,"","","",,"",,"","",,""
128-46-1,"","","","","",,"",dihydrostreptomycin,CHEBI:38291,"",,,"","","",,"",,"","",,""
128-49-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128-50-7,"","","","","",,"","","","",1068002,,"","","",,"",,"","",,""
128-53-0,"","","","","",,"",N-ethylmaleimide,CHEBI:44485,"",4209,,"","","",,"",4362,"","",,""
128-56-3,"","","","","",,"","","","",29139,,"","","",,"",517266,"","",,""
128-58-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128-66-5,"","","","","",,"",Vat Yellow 4,CHEBI:82548,"",29142,,"","","",,"",31412,vat yellow 4,Q6585166,,""
128-95-0,"","","","","",,"","","","",29150,,"","","",,"",31420,"","",,""
128034-23-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128088-09-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128402-48-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128446-35-5,"","","","","",,"","","","",,,"","","",,"",56972821,"","",,""
128516-38-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128579-70-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128606-48-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
128621-72-7,"","","","","",,carfentrazone,carfentrazone,CHEBI:3415,"",,,"","","",,"",,"","",,""
1286239-22-2,"","","","","",,dicamba-biproamine,"","","",,,"","","",,"",,"","",,""
128639-02-1,"","","","","",,carfentrazone-ethyl,carfentrazone-ethyl,CHEBI:3416,"",,,"","","",,"",,"","",,""
1286762-83-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1287189-47-2,"","","","","",,"","","","",,,"","","",,"",76966647,"","",,""
129-03-3,"","","","","",,"",cyproheptadine,CHEBI:4046,"",2810,,"","","",,"",2913,"","",,""
129-06-6,"","","","","",,warfarin-sodium,warfarin sodium,CHEBI:10034,"",,,"","","",,"",,"","",,""
129-09-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
129-16-8,"","","","","",,"",merbromin,CHEBI:6763,"",,,"","","",,"",,"","",,""
129-43-1,"","","","","",,"",1-hydroxyanthraquinone,CHEBI:28877,"",8198,,"","","",,"",8512,"","",,""
129-44-2,"","","","","",,"","","","",8199,,"","","",,"",8511,"","",,""
129-49-7,"","","","","",,"",Methysergide maleate,CHEBI:6894,"",,,"","","",,"",,"","",,""
129-56-6,"","","","","",,"","anthra[1,9-cd]pyrazol-6(2H)-one",CHEBI:90695,"",8201,,"","","",,"",8515,"","",,""
129-67-9,"","","","","",,endothal-disodium,Endothal-disodium,CHEBI:81916,"",8205,,"","","",,"",,"","",,""
129-73-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
129-79-3,"","","","","",,"","","","",8207,,"","","",,"",8521,"","",,""
129025-54-3,"","","","","",,clofencet,clofencet,CHEBI:133104,"",,,"","","",,"",,"","",,""
129311-55-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
129453-61-8,"","","","","",,"",fulvestrant,CHEBI:31638,"",94553,,"","","",,"",,"","",,""
129496-10-2,"","","","","",,milbemycin oxime,"","","",16738646,,"","","",,"",,Milbemycin oxime,Q738452,,""
129521-66-0,"","","","","",,"","","","",,,"","","",,"",,Lignite,Q2447055,,""
129558-76-5,"","","","","",,tolfenpyrad,tolfenpyrad,CHEBI:38628,"",8286062,,"","","",,"",,"","",,""
129630-19-9,"","","","","",,pyraflufen-ethyl,pyraflufen-ethyl,CHEBI:81828,"",,,"","","",,"",,"","",,""
129880-08-6,"","","","","",,"","","","",106614,,"","","",,"",119363,"1,2,3,4,7,8-Hexabromodibenzofuran",Q82002442,,""
129909-90-6,"","","","","",,amicarbazone,amicarbazone,CHEBI:132840,"",135660,,"","","",,"",153920,"","",,""
130-01-8,"","","","","",,"",senecionine,CHEBI:9107,"",223408,,"","","",,"",5280906,"","",,""
130-15-4,"","","","","",,"","1,4-naphthoquinone",CHEBI:27418,"",8215,,"","","",,"",8530,"","",,""
130-20-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
130-22-3,"","","","","",,"",alizarin red S,CHEBI:87358,"",,,"","","",,"",,"","",,""
130-26-7,"","","","","",,"",5-chloro-7-iodoquinolin-8-ol,CHEBI:74460,"",2686,,"","","",,"",2788,clioquinol,Q5134338,,""
130-37-0,"","","","","",,"",menadione sodium sulfonate,CHEBI:63928,"",,,"","","",,"",,"","",,""
130-40-5,"","","","","",,"",riboflavin sodium phosphate,CHEBI:32098,"",,,"","","",,"",23666409,"","",,""
130-61-0,"","","","","",,"",thioridazine hydrochloride,CHEBI:48566,"",,,"","","",,"",,"","",,""
130-80-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
130-89-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
130-95-0,"","","","","",,"",quinine,CHEBI:15854,"",84989,,"","","",,"",3034034,Quinine,Q3060891,,""
1300-21-6,"","","","","",,"","","","",6125,,"","","",,"",6365,Dichloroethane,Q2930723,,""
1300-71-6,"","","","","",,xylenols,"","","",13839174,,"","","",,"",10687,xylenol,Q425375,,""
1300-72-7,"","","","","",,"","","","",16222275,,"","","",,"",23668192,Sodium xylenesulfonate,Q72508226,,""
130000-40-7,"","","","","",,thifluzamide,thifluzamide,CHEBI:81794,"",,,"","","",,"",,"","",,""
13001-28-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
130037-75-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
130038-26-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
13005-36-2,"","","","","",,"","","","",23852,,"","","",,"",23675783,"","",,""
13005-40-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
13007-92-6,"","","","","",,"",hexacarbonylchromium,CHEBI:33031,"",,,"","","",,"",,"","",,""
13010-07-6,"","","","","",,"","","","",23857,,"","","",,"",135448158,"","",,""
13010-08-7,"","","","","",,"","","","",23858,,"","","",,"",135464373,N-Butyl-N'-nitro-N-nitrosoguanidine,Q81983603,,""
13010-47-4,"","","","","",,"",lomustine,CHEBI:6520,"",3813,,"","","",,"",3950,lomustine,Q415378,,""
13014-03-4,"","","","","",,"","","","",2297502,,"","","",,"",3032555,"","",,""
13014-18-1,"","","","","",,"","","","",23873,,"","","",,"",25607,"","",,""
13014-24-9,"","","","","",,"","","","",23874,,"","","",,"",25608,"","",,""
1302-01-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1302-42-7,"","","","","",,"","","","",14083,,"","","",,"",,"","",,""
1302-78-9,"","","","","",,"",bentonite,CHEBI:133354,"",11014,,"","","",,"",,bentonite,Q380149,,""
13020-57-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
13027-13-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
13029-08-8,"","","","","",,"","","","",23886,,"","","",,"",25622,"","",,""
13029-09-9,"","","","","",,"","","","",74932,,"","","",,"",83060,"","",,""
1303-00-0,"","","","","",,"","","","",14087,,"","","",,"",14770,"","",,""
1303-11-3,"","","","","",,"","","","",82621,,"","","",,"",,"","",,""
1303-28-2,"","","","","",,"","","","",14088,,"","","",,"",14771,arsenic pentoxide,Q411256,,""
1303-33-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1303-36-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1303-86-2,"","","","","",,"",diboron trioxide,CHEBI:30163,"",16435206,,"","","",,"",518682,Boron oxide,Q894129,,""
1303-96-4,"","","","","",,borax,borax,CHEBI:86222,"",,,"","","",,"",16211214,"","",,""
130328-18-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
130328-19-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
130328-20-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
130359-14-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
13037-60-0,"","","","","",,"","","","",531691,,"","","",,"",611654,"","",,""
13037-71-3,"","","","","",,"","","","",192417,,"","","",,"",221736,4-(2-Butenyl)phenol,Q82002814,,""
13037-86-0,"","","","","",,"",4-Heptyloxyphenol,CHEBI:34406,"",,,"","","",,"",,"","",,""
1304-28-5,"","","","","",,"","","","",8031230,,"","","",,"",62392,Barium oxide,Q408892,,""
1304-76-3,"","","","","",,"","","","",14093,,"","","",,"",,"","",,""
13049-13-3,"","","","","",,"","3,3',5,5'-tetrachlorobiphenyl-4,4'-diol",CHEBI:35434,"",87597,,"","","",,"",,"","",,""
130498-29-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1305-62-0,"","","","","",,hydrated lime,calcium dihydroxide,CHEBI:31341,"",14094,,"","","",,"",14777,"","",,""
1305-78-8,"","","","","",,"",calcium oxide,CHEBI:31344,"",14095,,"","","",,"",14778,"","",,""
1305-99-3,"","","","","",,"","","","",14097,,"","","",,"",14780,"","",,""
13052-99-8,"","","","","",,"","","","",198900,,"","","",,"",7128549,"","",,""
130580-02-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
1306-06-5,"","","","","",,"","","","",14098,,"","","",,"",14781,"","",,""
1306-19-0,"","","","","",,"","","","",392755,,"","","",,"",14782,cadmium oxide,Q196661,,""
1306-23-6,"","","","","",,"",cadmium sulfide,CHEBI:50833,"",7969586,,"","","",,"",14783,cadmium sulfide,Q179619,,""
1306-24-7,"","","","","",,"",cadmium selenide,CHEBI:50834,"",14101,,"","","",,"",14784,"","",,""
1306-25-8,"","","","","",,"","","","",82622,,"","","",,"",91501,"","",,""
1306-38-3,"","","","","",,"",ceric oxide,CHEBI:79089,"",,,"","","",,"",73963,"","",,""
13061-28-4,"","","","","",,"","","","",74966,,"","","",,"",83096,"","",,""
13063-60-0,"","","","","",,"","","","",74969,,"","","",,"",94801,"","",,""
